user_id,final_outbreak,std_outbreak,attack_rate,epidemic_probability,peak_infection,time_to_peak,duration,R0,growth_rate,strength,pagerank,eigenvector_centrality,approximate_current_flow_betweenness,clustering
5635,976.65,325.2305758996223,0.8441227312013828,0.9,833.4,3.35,44.75,9.4,1.0454828652592183,490.9010830359235,0.0007074583218197384,0.023669820064246404,0.000851415058473868,0.7252098174028707
6745,976.65,325.234265568682,0.8441227312013828,0.9,855.65,3.8,46.0,2.2,1.449229849060466,156.2866692884192,0.0004256707657193117,0.008001078904405785,0.0003442902910913085,0.7026196757298274
3984,976.6,325.2144523233862,0.8440795159896284,0.9,822.45,3.3,47.45,13.85,0.9368631742001683,848.2841316002792,0.0011625088914295923,0.03666470050104611,0.0014633474556584648,0.6791471531941188
2513,976.6,325.2109161759488,0.8440795159896284,0.9,834.05,2.95,49.45,15.2,0.899178815464101,845.082530588991,0.0011595673398485404,0.03650420331654857,0.0014712606089401987,0.676015134304528
320,976.6,325.2152210460021,0.8440795159896284,0.9,825.2,3.25,48.85,12.25,0.963614882802796,719.4819358204601,0.0009858752652669692,0.03257781667777075,0.0011429761131261525,0.7230587150204549
3322,976.6,325.2116849069234,0.8440795159896284,0.9,826.45,3.55,50.15,8.4,1.0746007654131884,437.5035976832158,0.0007002287616963065,0.02130417397661837,0.000823277091877975,0.7148211948036969
4442,976.6,325.2190646318263,0.8440795159896284,0.9,825.15,3.3,50.05,11.5,0.9788319009669819,666.2611058791407,0.0009188132959400883,0.030662469500763033,0.001071379703898928,0.7330603800049941
3905,976.55,325.2055465394156,0.8440363007778737,0.9,830.7,2.95,44.8,15.85,0.8914498821864643,830.2055451126565,0.001135770078780359,0.03607704638113217,0.001429147842659489,0.6821397989920133
6505,976.5,325.1818721884724,0.8439930855661193,0.9,827.15,3.05,49.2,14.1,0.9224754742309508,859.6986354712021,0.0011829069660265188,0.03695546762679647,0.001499023865871887,0.6723594134635509
229,976.45,325.17448777540955,0.8439498703543648,0.9,827.5,3.0,45.05,15.85,0.8903899272360145,894.5037048486427,0.001312901863751453,0.03789061417987459,0.0015785448067207697,0.6559461395831157
3083,976.45,325.1683371732248,0.8439498703543648,0.9,828.6,3.25,45.2,11.1,0.99706410956983,759.6856249094066,0.0011211713564144299,0.03383137675280398,0.0013869944497306454,0.7045939698613585
2869,976.45,325.16203268524447,0.8439498703543648,0.9,837.4,3.6,47.2,6.95,1.133248669666989,457.4509282044923,0.0006676943001148596,0.022235114101128373,0.0008066099063613665,0.7207293943063593
4766,976.45,325.16403168247257,0.8439498703543648,0.9,825.15,3.3,50.2,12.15,0.9683087105299436,665.1021387902341,0.0009175013246939777,0.03059933597052475,0.0010701530832636363,0.7310829299822604
538,976.45,325.1654155964315,0.8439498703543648,0.9,827.65,3.35,46.2,12.05,0.9785884365581013,732.2475736318336,0.0010019866710532926,0.03300195688113559,0.0011543215043760607,0.7182335463010179
2220,976.45,325.1698748346778,0.8439498703543648,0.9,818.1,3.15,44.45,13.7,0.9337185202548248,829.7487765594705,0.0011349077341804579,0.03607577089352572,0.0014301590325442597,0.6832140566300586
795,976.45,325.16341660771127,0.8439498703543648,0.9,829.85,3.0,48.7,15.15,0.9064809731033004,834.2862277731836,0.0011421522119212817,0.036209310812491007,0.0013963226464420025,0.6813286488958548
7068,976.4,325.15018068578706,0.8439066551426102,0.9,835.6,3.55,47.0,7.2,1.1201958622585009,400.26282083133214,0.0006000287336965412,0.019690354673581177,0.0007262544892902813,0.7134124994480677
3399,976.4,325.15033446084595,0.8439066551426102,0.9,823.35,3.25,45.2,13.4,0.9389056015537263,767.1316557778816,0.0010486015361710684,0.034101155956758215,0.0012216579268142156,0.7035123527313275
1316,976.35,325.1375516608317,0.8438634399308557,0.9,821.45,3.1,45.6,13.7,0.9283844987255464,768.1257345836063,0.0010483907518378534,0.03416199533050447,0.001222698928548182,0.7047283777911433
4904,976.35,325.14308773215527,0.8438634399308557,0.9,824.55,3.45,47.1,10.55,1.0003785862169463,569.4086958073758,0.000801157312979286,0.02690911545556984,0.0009616255861154403,0.7361607672257298
5598,976.35,325.12617166263317,0.8438634399308557,0.9,829.6,3.0,49.45,14.9,0.9026088920160635,785.6814888733851,0.0010718456205745333,0.03476510275707854,0.0012448612065060266,0.7022825742810879
5364,976.35,325.1303238702905,0.8438634399308557,0.9,834.7,3.6,44.55,7.05,1.1237823900264274,392.0358515483713,0.0005902780670170146,0.019319419398771496,0.0007098111359810536,0.7135431162904593
5687,976.2,325.0774676903953,0.843733794295592,0.9,830.8,3.15,44.95,12.85,0.9452601746699025,720.8860649505876,0.000987634585639163,0.03259731080530369,0.0011071439122798525,0.7196745053549325
